	source	interaction	target
4318	PRKAA2	-1	VASP
4319	PRRX1	-1	MAFG
4320	PTPN1	-1	EPHA3
4321	PTPN1	-1	LAT
4322	PTPN1	-1	MET
4323	PTPN1	1	SRC
4324	PTPN1	-1	STAT5A
4325	PTCH1	1	CCNB1
4326	PTPN2	-1	SRC
4327	CASP6	1	PSEN1
4328	PTPN2	-1	STAT6
4329	CDH11	1	CTNNB1
4330	CDH15	1	CDON
4331	PTPN6	-1	NTRK1
4332	PTPN6	-1	SH3BP2
4333	PTPN6	-1	PTK2B
4334	PTPN9	-1	INSR
4335	HDAC4	-1	RUNX2
4336	HDAC4	-1	MEF2D
4337	PTPRF	-1	AKT1
4338	WNT3A	1	LRP5
4339	PTPRG	-1	KIT
4340	MAPK9	-1	ATN1
4341	MAPK9	-1	YWHAZ
4342	MAPK9	1	H3-3A
4343	MAPK9	1	NFATC3
4344	MAPK9	-1	NFATC2
4345	MAPK9	-1	PPM1J
4346	MAPK9	1	RRN3
4347	MAPK9	1	BAZ1B
4348	PTPRG	-1	PDGFRB
4349	PTPRG	1	PRKCD
4350	PTPRG	1	STAT1
4351	MLF1	1	COPS3
4352	PPP4C	1	BANF1
4353	PPP4C	1	RELA
4354	CDC42	1	WASL
4355	MAX	1	MXI1
4356	FGF12	-1	SCN1A
4357	RASGRF2	1	RAC1
4358	STXBP1	1	STX1A
4359	RB1	1	MYOD1
4360	YWHAG	-1	NEFL
4361	RCAN1	-1	PPP3CA
4362	PPP1CA	1	RAF1
4363	PPP1CA	-1	TP53
4364	PPP1CA	-1	MAPK1
4365	PPP1CB	-1	AXIN1
4366	PPP1CB	-1	AKT1
4367	PPP1CB	1	NF2
4368	PPP1CB	1	CASP2
4369	PPP1CB	1	MDM2
4370	PPP1CB	1	IKZF1
4371	PPP2CB	1	CHEK2
4372	PPP2CB	1	BCL2
4373	PPP2CB	-1	RALA
4374	RHOA	1	PLD1
4375	PPP2CB	-1	TRAF2
4376	PPP2CB	-1	CARD11
4377	PPP2CB	-1	AKT3
4378	RIPK2	1	IRF5
4379	RAB1A	1	GOLGA2
4380	RNF8	1	H2AX
4381	RAC1	1	MAPK8
4382	PPP2R2A	-1	AKT1
4383	PPP2R2A	1	TGFBR1
4384	GNG3	1	PIK3CA
4385	UBE2I	-1	FOS
4386	UBE2I	-1	JUN
4387	UBE2I	1	SMAD4
4388	RPA2	1	ATRIP
4389	PPP2CA	-1	EIF4E
4390	PPP2CA	1	SP1
4391	PPP2CA	1	BCL2
4392	PPP2CA	1	FCAR
4393	PPP2CA	-1	MAPK3
4394	PPP2CA	-1	MAPK1
4395	PPP2CA	-1	AKT1
4396	PPP2CA	-1	AKT2
4397	PPP2CA	1	CTNNB1
4398	PPP2CA	-1	PRKCD
4399	PPP2CA	-1	TRAF2
4400	PPP2CA	-1	ATM
4401	PPP2CA	1	HDAC7
4402	PPP2CA	-1	CILK1
4403	PPP2CA	-1	AKT3
4404	RPS6KA3	-1	HMGN1
4405	CSNK2B	1	CTNNB1
4406	CSNK2B	-1	IKZF1
4407	CSNK2A1	1	VTN
4408	CSNK2A1	1	SSB
4409	CSNK2A1	1	TFAP2A
4410	CSNK2A1	1	CD5
4411	CSNK2A1	-1	SP1
4412	CSNK2A1	-1	HSP90AB1
4413	CSNK2A1	1	MME
4414	CSNK2A1	1	PTPRC
4415	CSNK2A1	1	TOP2A
4416	CSNK2A1	1	SRF
4417	CSNK2A1	1	CDH1
4418	CSNK2A1	1	MYF5
4419	CSNK2A1	1	CFTR
4420	CSNK2A1	1	HCLS1
4421	CSNK2A1	1	ATF1
4422	CSNK2A1	-1	YWHAQ
4423	S1PR1	1	GNAI3
4424	CSNK2A1	1	CLIP1
4425	CSNK2A1	1	AKT1
4426	S1PR2	1	GNAO1
4427	CSNK2A1	1	DEK
4428	CSNK2A1	1	SNCA
4429	CSNK2A1	1	PPP1R2
4430	CSNK2A1	-1	CDC34
4431	CSNK2A1	1	MCM2
4432	CSNK2A1	1	PSEN2
4433	CSNK2A1	1	FOSB
4434	CSNK2A1	1	TERF1
4435	CSNK2A1	1	RELA
4436	CSNK2A1	1	TLE1
4437	CSNK2A1	-1	SSRP1
4438	SERPINC1	1	LRP1
4439	SERPINA1	1	LRP1
4440	CSNK2A1	1	PDCL
4441	SFPQ	1	TOP1
4442	CSNK2A1	1	MDC1
4443	CSNK2A1	-1	SEPTIN2
4444	CSNK2A1	1	PTGES3
4445	SGK1	-1	HTT
4446	SGK1	-1	MAPT
4447	CSNK2A1	1	TWIST1
4448	CSNK2A1	1	ANP32B
4449	CSNK2A1	1	HDAC2
4450	CSNK2A1	-1	SLK
4451	CSNK2A1	1	PPP1R1B
4452	CSNK2A1	1	DAXX
4453	CSNK2A1	1	SEC63
4454	SIAH2	-1	SNCAIP
4455	SIK1	1	CRTC1
4456	CSNK2A1	1	GTF2A1L
4457	CSNK2A1	-1	FAF1
4458	SKP1	1	CUL1
4459	RELN	1	VLDLR
4460	PRKDC	1	CHEK2
4461	PRKDC	1	RPA2
4462	PRKDC	-1	LIG4
4463	PRKDC	-1	PDX1
4464	PRKDC	1	PNPT1
4465	PRKDC	1	PNKP
4466	ADAM17	1	AREG
4467	ADAM17	-1	MUC1
4468	ADAM17	1	NOTCH1
4469	CBX1	1	H3C8
4470	DAB2	-1	LRP6
4471	CDK3	-1	TFCP2
4472	CDK6	1	RUNX1
4473	CDK6	-1	PRDX1
4474	CDK5	-1	TPPP
4475	CDK5	1	TP53
4476	CDK5	-1	RB1
4477	CDK5	-1	DRD2
4478	CDK5	1	DNMT1
4479	CDK5	1	AMPH
4480	CDK5	1	DPYSL3
4481	CDK5	1	NDEL1
4482	E2F1	1	HDAC1
4483	E2F1	1	TFDP1
4484	TFDP1	1	E2F1
4485	SPP1	1	ITGA9_ITGB1
4486	SPP1	1	ITGAV_ITGB3
4487	SPRY2	-1	CBLB
4488	POU4F1	1	ESR1
4489	SRC	1	ANXA2
4490	SRC	1	ARAF
4491	SRC	-1	AP2B1
4492	SRC	-1	CDH2
4493	SRC	1	CBLC
4494	SRC	-1	CFL1
4495	SRC	-1	CHRNA7
4496	PRKCE	-1	NOS3
4497	SRC	1	DGKA
4498	PRKCE	1	IQGAP1
4499	SRC	1	EZR
4500	PRKCE	1	OCLN
4501	PRKCE	1	TRPV1
4502	SRC	1	GTF2I
4503	PRKCE	1	PPP1R14A
4504	SRC	1	ITGB3
4505	SRC	1	MUC1
4506	SRC	1	PRKCI
4507	SRC	1	SPTAN1
4508	SRC	-1	SH3GL1
4509	SRC	-1	TERT
4510	SRC	1	WWOX
4511	GNA12	1	ARHGEF11
4512	GNA12	1	RHOA
4513	GNA12	1	ARHGEF12
4514	CAV1	1	LRP6
4515	KMT2A	1	KAT8
4516	SRSF3	1	NXF1
4517	PLAUR	1	ITGB3
4518	ERCC6	1	NEIL1
4519	SSTR2	1	GNA14
4520	MDM2	-1	TP73
4521	PRKCQ	1	GRM5
4522	PRKCQ	-1	HABP4
4523	PTPN12	-1	JAK2
4524	PTPN12	-1	ABL1
4525	PTPN12	-1	WAS
4526	PTK2	1	TRIO
4527	ACTN1	1	PTK2
4528	PTK2	1	ACTN1
4529	PRKCZ	1	IKBKB
4530	PRKCZ	1	NCF1
4531	PRKCZ	1	CHAT
4532	PRKCZ	-1	NOS3
4533	PRKCZ	1	AKT2
4534	PRKCZ	1	IRS1
4535	PRKCZ	1	GRM5
4536	PRKCZ	1	PSEN1
4537	PRKCZ	-1	GSK3B
4538	PRKCZ	-1	CASP9
4539	PRKCZ	1	PPP1R14A
4540	PRKCD	1	PLSCR1
4541	PRKCD	1	TP73
4542	PRKCD	-1	BEST1
4543	PRKCD	1	BAG3
4544	PRKCD	-1	EGFR
4545	PRKCD	1	DBI
4546	PRKCD	-1	ADRB2
4547	PRKCD	-1	CDH1
4548	PRKCD	1	SMPD1
4549	PRKCD	1	PTPRA
4550	PRKCD	1	TNNI3
4551	PRKCD	1	SHC1
4552	PRKCD	1	SDC4
4553	PRKCD	-1	YWHAB
4554	SYK	1	HCLS1
4555	SYK	1	BTK
4556	PRKCD	1	IL6ST
4557	PRKCD	1	STAT3
4558	SYK	1	SH3BP2
4559	PRKCD	1	KCNJ1
4560	PRKCD	-1	GSK3A
4561	PRKCD	-1	YWHAZ
4562	PRKCD	1	DAB2
4563	PRKCD	1	CTTN
4564	PRKCD	-1	HDAC5
4565	PTPN11	1	SRC
4566	PTPN11	1	CSF2RB
4567	PTPN11	-1	CTNNA1
4568	PTPN11	-1	PTK2
4569	BTK	1	GTF2I
4570	TBXA2R	1	GNAQ
4571	TCL1A	1	AKT2
4572	TCL1A	1	AKT3
4573	MEF2C	1	MYOD1
4574	TEK	1	PIK3R1
4575	TEK	1	SHC1
4576	ITK	1	SIGLEC10
4577	EP300	1	RUNX2
4578	TGM2	1	H3C8
4579	GNG2	1	GNB1
4580	GNB1	1	GNG2
4581	GNB1	1	PLCB2
4582	GNB1	1	PLCB1
4583	PTPRJ	-1	INSR
4584	PTPRJ	1	SRC
4585	PTPRJ	-1	FLT1
4586	PTPRJ	-1	PLCG1
4587	PTPN13	-1	INSR
4588	TRAF2	1	TRAF1
4589	TRAF1	1	TRAF2
4590	TRAF2	1	MAP3K1
4591	FOXF2	1	TBP
4592	PPP1R8	-1	PPP1CA
4593	TNFAIP3	-1	TRAF6
4594	PTP4A2	1	CDK2
4595	STK4	1	LATS1
4596	ABL1	1	STK4
4597	STK4	-1	ABL1
4598	TNFRSF1A	1	TRAF2
4599	STK4	1	LATS2
4600	TP53	1	BAK1
4601	PRKAA1	-1	RB1
4602	ERBB4	1	SHC3
4603	PRKAA1	-1	POU2F1
4604	PRKAA1	-1	DNMT1
4605	PRKAA1	-1	HNF4A
4606	PRKAA1	1	FOXO1
4607	PRKAA1	-1	ACACA
4608	PRKAA1	-1	CTBP1
4609	PRKAA1	-1	CRY1
4610	PRKAA1	-1	ZNF692
4611	PRKAA1	1	MFF
4612	PRKAA1	1	KLC2
4613	PRKAA1	-1	MLXIPL
4614	PAK1	1	ARHGDIA
4615	PAK1	1	PLK1
4616	PAK1	-1	ARHGEF2
4617	TTK	1	TP53
4618	PAK2	-1	VIM
4619	PAK2	-1	MYLK
4620	TXK	1	LCP2
4621	CBX3	1	H3-4
4622	ABL1	1	STK3
4623	STK3	-1	ABL1
4624	MAP3K1	1	STAT3
4625	UBXN8	-1	VCP
4626	UCHL1	1	UBC
4627	PRKG2	-1	HSPB1
4628	PRKG2	-1	PLCB3
4629	PRKG2	1	PTS
4630	NOG	-1	GDF5
4631	USF1	-1	FOSL1
4632	NMI	1	SOX10
4633	PTK7	-1	CTNNB1
4634	SKP2	-1	CDKN1A
4635	SKP2	1	CDKN1B
4636	ATM	1	PPM1G
4637	ATM	1	FANCA
4638	ATM	1	BUB1
4639	VCAM1	1	ITGA4_ITGB1
4640	ATM	1	HNF1A
4641	VEGFD	1	KDR
4642	ATM	1	TTC5
4643	ATM	-1	COP1
4644	ATM	1	ZNF148
4645	WNT3A	1	FZD8
4646	MAPK3	-1	PPP2R5C
4647	CTBP1	1	ZEB2
4648	MAPK8IP2	1	MAPK8IP1
4649	WNT7B	1	LRP5
4650	ROCK1	1	DNM1L
4651	ROCK1	-1	GFAP
4652	ROCK1	1	EZR
4653	ROCK1	1	PTEN
4654	ROCK1	1	RND3
4655	ROCK1	1	MYLK
4656	ROCK1	1	ARHGAP24
4657	FZD5	1	LRP6
4658	FZD5	1	DVL3
4659	YWHAQ	-1	CDC25C
4660	YWHAH	-1	CDKN1B
4661	PIN1	1	NOTCH1
4662	PIN1	-1	IRF3
4663	ZNF76	-1	TBP
4664	ATR	1	ATRIP
4665	RIPK1	1	MAP3K7
4666	FAS	1	RIPK1
4667	RIPK1	1	FAS
4668	RIPK1	1	MAP3K1
4669	RIPK1	1	DAB2IP
4670	HDAC1	1	CCND1
4671	TGFBR1	1	VPS39
4672	HDAC1	-1	RELA
4673	CAMK2G	-1	HDAC5
4674	CAMK2D	1	HDAC4
4675	CAMK2D	1	CACNB2
4676	CAMK2D	-1	SCN5A
4677	DYRK1A	-1	FOXO3
4678	PTPN1	1	ACTN1
4679	CSNK1D	-1	MDM2
4680	CREBBP	1	MYBL1
4681	MSX1	-1	LHX2
4682	LHX2	-1	MSX1
4683	TNFRSF25	1	TRADD
4684	MNAT1	1	ESR1
4685	SEMA3A	1	NRP1
4686	USP24	1	DDB2
4687	AKT1	1	MVD
4688	HSPA9	-1	MVD
4689	GGCX	1	F10
4690	GGCX	1	BGLAP
4691	GGCX	1	PROC
4692	CCP110	1	CALM1
4693	CCP110	1	CETN2
4694	CDK2	-1	CCP110
4695	AURKA	1	KIF4A
4696	CDK1	1	KIF4A
4697	PRKAA1	1	KIF4A
4698	CALM2	1	PPP3CA
4699	CCP110	1	CALM3
4700	ULK1	1	ATG9A
4701	SRC	1	ATG9A
4702	CCNF	-1	CCP110
4703	DHPS	1	EIF5A
4704	CSNK2A1	-1	CCNF
4705	RIPK3	1	DLD
4706	TSHR	1	GNAS
4707	ARHGAP10	1	RHOA
4708	GRID2IP	1	GRID2
4709	CD300LB	1	GRB2
4710	SGK1	1	NEDD4L
4711	AP3B1	1	KIF3A
4712	TLR4	1	TICAM1
4713	PLK4	1	TUBGCP6
4714	PLK4	1	CENPJ
4715	STK25	1	CCM2
4716	BCL9	1	PYGO1
4717	MPHOSPH10	1	IMP4
4718	MPHOSPH10	1	IMP3
4719	MFNG	1	NOTCH1
4720	MFNG	1	NOTCH2
4721	SLN	-1	ATP2A1
4722	NFIB	-1	NFIC
4723	NFIB	-1	NFIX
4724	E2F3	1	TFDP1
4725	PPP6C	-1	MAP3K7
4726	WNT10B	1	LRP5
4727	WNT10B	1	FZD2
4728	WNT10B	1	FZD3
4729	WNT7A	1	FZD7
4730	WNT7A	1	LRP6
4731	WNT7A	1	FZD3
4732	CDK2AP1	-1	CDK2
4733	PTPRT	-1	PXN
4734	CTDSP2	1	SMAD3
4735	CTDSP2	1	SMAD2
4736	DVL1	1	LRP6
4737	LRP6	1	DVL1
4738	DVL1	-1	GSK3B
4739	DVL1	1	RHOA
4740	DVL2	1	LRP6
4741	DVL2	1	PARD6A
4742	ADAM10	1	CDH1
4743	RIOK3	-1	IFIH1
4744	MAP2K7	-1	IRS1
4745	PRMT5	1	HOXA9
4746	TNFSF11	1	TNFRSF11B
4747	MSTN	1	ACVR2B
4748	WNT9A	1	LRP6
4749	WNT9A	1	FZD3
4750	WNT9B	1	LRP5
4751	WNT9B	1	FZD3
4752	IKBKB	-1	FOXO3
4753	IKBKB	-1	YWHAB
4754	IKBKB	1	RELA
4755	IKBKB	-1	BAD
4756	IKBKB	1	DOK1
4757	IKBKB	1	NCOA3
4758	HAT1	-1	H4-16
4759	CASK	1	TBR1
4760	EREG	1	ERBB3
4761	AURKA	1	CETN2
4762	AURKA	1	H3C8
4763	AURKA	1	FADD
4764	AURKA	-1	PIN1
4765	AURKA	1	NEDD9
4766	AURKA	1	DLGAP5
4767	AURKA	1	AURKAIP1
4768	MCF2L	1	CDC42
4769	MCF2L	1	RHOA
4770	ARHGEF11	1	RHOA
4771	CHUK	1	CCND1
4772	CHUK	1	TAX1BP1
4773	CHUK	-1	TRAF4
4774	CHUK	1	CYLD
4775	CHUK	-1	FOXA2
4776	WNT11	1	MUSK
4777	TRIM24	1	AR
4778	NUAK1	1	TP53
4779	PDPK1	1	MAP2K2
4780	PDPK1	1	PRKCE
4781	PDPK1	1	MAP2K1
4782	PDPK1	1	PRKCQ
4783	PDPK1	1	PRKCZ
4784	PDPK1	1	PRKCD
4785	PDPK1	1	PAK1
4786	PDPK1	1	PKN1
4787	PDPK1	1	PKN2
4788	PDPK1	1	SGK3
4789	PDPK1	1	CARD11
4790	PDPK1	1	SGK2
4791	PDPK1	1	RPS6KB2
4792	NUAK1	-1	CASP6
4793	PDPK1	1	AKT3
4794	FFAR2	1	GNAO1
4795	FFAR2	1	GNAQ
4796	ARHGAP6	-1	RHOA
4797	ADAM12	1	SDC4
4798	ZW10	1	DCTN2
4799	DAPK3	1	MYL12B
4800	DAPK3	1	TP53
4801	DAPK3	1	MDM2
4802	SRGAP3	1	WASF1
4803	CCP110	1	CALM2
4804	ARHGEF9	1	CDC42
4805	MAP3K7	1	RAB8A
4806	MAP3K7	-1	KSR1
4807	MAP3K7	-1	HDAC7
4808	SYNJ1	1	MYO1E
4809	WIPF1	1	WASL
4810	MAST3	1	PTEN
4811	SMAD6	-1	MAP3K7
4812	SMAD6	-1	SMAD4
4813	XRCC3	1	RAD51
4814	LAT	1	PIK3CA
4815	PSTPIP1	1	PTPN18
4816	PLRG1	1	HNRNPM
4817	GALR2	1	GNAQ
4818	SPRY1	-1	SOS1
4819	BUB1	1	H2AC17
4820	BUB1	1	MAD2L1
4821	DYRK3	-1	AKT1S1
4822	SPOP	-1	NCOA3
4823	STRN	1	PPP2CA
4824	EFNA2	1	EPHA4
4825	NUAK1	-1	PPP1R12A
4826	NUAK1	-1	LATS1
4827	KDM1A	1	H3-4
4828	PHLPP1	-1	RAF1
4829	PHLPP1	-1	PRKCB
4830	PHLPP1	-1	PRKCA
4831	PHLPP1	-1	RPS6KB1
4832	PHLPP1	-1	AKT1
4833	PHLPP1	-1	AKT2
4834	PHLPP1	1	STK4
4835	PHLPP1	-1	AKT3
4836	FZD6	1	DVL1
4837	NRP2	1	VEGFC
4838	VEGFC	1	NRP2
4839	PSPN	1	GFRA4
4840	JAK2	-1	PRMT5
4841	TLR2	1	TIRAP
4842	TLR2	1	TICAM1
4843	PLIN3	1	IGF2R
4844	PLIN3	1	M6PR
4845	RAD1	1	TOPBP1
4846	JAK2	1	RAF1
4847	JAK2	1	CTLA4
4848	JAK2	1	GTF2I
4849	JAK2	-1	MAP3K5
4850	JAK2	1	STAP2
4851	JAK2	1	GAB2
4852	CTNND1	1	CDH2
4853	CTNND1	1	CDH3
4854	CTNND1	1	CDH5
4855	CTNND1	1	RAC1
4856	CDC14B	-1	TP53
4857	CDC14B	-1	SKP2
4858	CDC14B	-1	MAPK6
4859	CDC14B	-1	KMT5A
4860	USO1	1	GOLGB1
4861	DKC1	1	TERT
4862	MMP20	-1	ACAN
4863	BRD4	1	POLR2A
4864	CBFA2T3	-1	ZNF652
4865	FZD7	1	DVL1
4866	SLIT1	1	GPC1
4867	ROCK2	-1	PPP1R12A
4868	ROCK2	1	MYL9
4869	ROCK2	1	IRF4
4870	ROCK2	1	SH3GL2
4871	CLASP2	1	CLIP1
4872	CLASP2	1	MAPRE1
4873	CLASP2	1	CLIP2
4874	SS18L1	1	CREBBP
4875	SIN3B	-1	TP53
4876	CDH16	1	CTNNB1
4877	SEMA7A	1	PLXNC1
4878	PTP4A3	-1	KRT8
4879	PTP4A3	-1	EZR
4880	NCOR1	1	BCL6
4881	PEX14	1	PEX7
4882	PEX14	1	PEX5
4883	PEX14	1	PEX13
4884	PRKAA2	1	ULK1
4885	ULK1	1	SEC23B
4886	ERN1	1	TRAF2
4887	GMNN	-1	CDT1
4888	RPS6KA5	1	HMGN1
4889	RPS6KA5	1	TH
4890	RPS6KA5	1	ELK1
4891	RPS6KA5	1	STAT3
4892	RPS6KA5	1	PLA2G4A
4893	RPS6KA5	1	ETV1
4894	RPS6KA5	1	H3-3A
4895	RPS6KA5	1	EIF4EBP1
4896	RPS6KA5	-1	H2AW
4897	RPS6KA5	-1	BAD
4898	MYCBP2	1	MYC
4899	MYCBP2	-1	AR
4900	PPM1B	-1	IKBKB
4901	PPM1B	-1	CDK9
4902	TNFSF13	1	TNFRSF13B
4903	PAK3	1	SYN1
4904	PAK3	-1	TNNI3
4905	PAK3	-1	CALD1
4906	PAK3	1	MYO6
4907	TRIO	1	RAC1
4908	CDKL5	-1	AMPH
4909	SRP72	1	SRP68
4910	STK10	1	MSN
4911	SLIT2	1	GPC1
4912	SLIT2	1	ROBO4
4913	TOMM70	1	HSP90AA1
4914	TOMM70	1	HSPA1A
4915	ATM	1	UFL1
4916	CDK14	1	LRP6
4917	CDK14	-1	TAGLN2
4918	ARHGEF15	1	RHOA
4919	S1PR2	1	GNAI3
4920	S1PR2	1	GNAZ
4921	TSPOAP1	-1	RIMS1
4922	TSPOAP1	-1	RIMS2
4923	GABARAP	1	GPHN
4924	TNKS	-1	AXIN1
4925	TNKS	-1	CASC3
4926	TNKS	-1	TERF1
4927	TNKS	-1	AXIN2
4928	SNAPIN	1	SNAP25
4929	ATG7	1	MAP1LC3C
4930	MAP3K6	1	MAPK14
4931	RAPGEF3	1	RAP1B
4932	ZFYVE9	1	SMAD3
4933	TNFRSF6B	-1	TNFSF15
4934	TNFRSF6B	-1	FASLG
4935	AHSA1	1	GCH1
4936	CTDNEP1	1	LPIN1
4937	ABCA1	1	APOA1
4938	APOA1	1	ABCA1
4939	KLF8	1	CTBP2
4940	PCNT	1	CDK5RAP2
4941	NTN1	1	UNC5C
4942	CEP43	1	MAPRE1
4943	OXSR1	1	SLC12A2
4944	OXSR1	1	SLC12A3
4945	OXSR1	-1	PAK1
4946	BAG3	1	HSPA8
4947	TCL1B	1	AKT2
4948	PAK4	-1	FH
4949	PAK4	1	ITGB5
4950	PAK4	1	CTNNB1
4951	PAK4	1	RAN
4952	WNT11	1	FZD6
4953	WNT11	1	FZD7
4954	WNT11	1	FZD3
4955	CHEK2	1	MDM4
4956	F2	1	F5
4957	CHEK2	1	SOD1
4958	CHEK2	1	AATF
4959	CHEK2	1	RB1
4960	CHEK2	-1	MAPT
4961	CHEK2	1	XRCC1
4962	CHEK2	1	TTK
4963	TTK	1	CHEK2
4964	CHEK2	1	VHL
4965	CHEK2	1	FOXM1
4966	CHEK2	1	PPP2R5C
4967	CHEK2	-1	RASGRF1
4968	NSD2	1	AR
4969	SOD1	1	BCL2
4970	SOD1	-1	KARS1
4971	ABL1	-1	SPTLC1
4972	ABL1	-1	PRKN
4973	ABL1	1	AHSA1
4974	ABL1	1	JUN
4975	ABL1	-1	MYOD1
4976	ABL1	1	CEBPB
4977	ABL1	1	DDX5
4978	ABL1	1	PPARG
4979	ABL1	1	RAD52
4980	ABL1	-1	CDKN1B
4981	ABL1	1	PLK1
4982	ABL1	1	ERCC6
4983	ABL1	-1	BTK
4984	ABL1	1	ATR
4985	ABL1	1	RIN1
4986	ABL1	1	RBM39
4987	ABL1	1	LASP1
4988	ABL1	1	MYLK
4989	ABL1	1	DGCR8
4990	ABL1	1	HDAC2
4991	ABL1	1	MAP4K1
4992	ABL1	1	HIPK2
4993	SCAMP3	-1	EGFR
4994	EGFR	1	SCAMP3
4995	EGFR	1	PLD2
4996	EGFR	1	SCAMP1
4997	EGFR	1	RGS16
4998	EGFR	-1	ABCA1
4999	EGFR	1	ANXA1
5000	EGFR	1	GSTP1
5001	EGFR	-1	CALM1
5002	EGFR	-1	CALM2
5003	EGFR	1	CALM3
5004	EGFR	1	EZR
5005	EGFR	1	MUC1
5006	EGFR	1	PTPN1
5007	PTPN1	-1	EGFR
5008	RASA1	1	EGFR
5009	EGFR	1	EPS15
5010	EPS15	1	EGFR
5011	EGFR	1	VAV2
5012	VAV2	1	EGFR
5013	EGFR	1	PKIA
5014	EGFR	1	TRIP13
5015	EGFR	-1	LRRK1
5016	EGFR	-1	CCDC50
5017	EGFR	-1	HDAC6
5018	MOS	1	MAP2K1
5019	F2	1	F2RL2
5020	F2	1	F8
5021	F2	1	F2R
5022	F2	1	F2RL1
5023	F2	1	F2RL3
5024	HP	1	APOA1
5025	HP	-1	HBB
5026	F9	1	F7
5027	F7	1	F9
5028	F10	1	F2
5029	F10	-1	APOH
5030	F10	1	F7
5031	F7	1	F10
5032	CFD	1	CFB
5033	PLG	1	PLAT
5034	PLAT	1	PLG
5035	PLG	-1	APOH
5036	PLG	1	F2R
5037	F12	1	KLKB1
5038	KLKB1	1	F12
5039	PLAU	1	PLAUR
5040	REN	1	ATP6AP2
5041	REN	1	AGT
5042	AGT	1	REN
5043	SERPINC1	-1	F2
5044	SERPINC1	-1	F9
5045	SERPINC1	-1	F10
5046	SERPINC1	-1	F11
5047	A2M	-1	MMP2
5048	MMP2	-1	A2M
5049	HRAS	1	ARAF
5050	MYC	1	DNMT3A
5051	NRAS	1	ARAF
5052	NRAS	1	PIK3CB
5053	NRAS	1	PIK3CG
5054	HRAS	1	JUN
5055	HRAS	1	PIK3CG
5056	KRAS	1	PIK3CA
5057	KRAS	1	RASSF1
5058	TGFB1	1	PPP2R2A
5059	TNF	1	TNFRSF21
5060	APOB	1	LDLR
5061	IFNA1	1	IFNAR1_IFNAR2
5062	IFNB1	1	IFNAR1_IFNAR2
5063	IFNG	1	IFNGR1_IFNGR2
5064	COL1A1	1	DDR1
5065	COL1A1	1	ITGA1_ITGB1
5066	COL1A1	1	ITGA2_ITGB1
5067	COL1A1	1	ITGA11_ITGB1
5068	COL2A1	1	ITGA2_ITGB1
5069	COL4A1	1	ITGA2_ITGB1
5070	CRYAA	1	CRYBB2
5071	CRYAB	1	CRYGC
5072	CRYAB	1	CRYGD
5073	CRYAB	1	CRYGS
5074	KRT14	-1	TRADD
5075	LMNA	1	SUN2
5076	APOA1	1	APOE
5077	APOA1	1	LCAT
5078	APOE	1	MAPT
5079	APOE	1	VLDLR
5080	APOE	1	SORL1
5081	FGG	-1	VTN
5082	FN1	1	ITGA5_ITGB1
5083	FN1	1	ITGA8_ITGB1
5084	FN1	1	ITGAV_ITGB6
5085	ESR1	1	PIK3R1
5086	F11	1	F9
5087	F11	1	HGF
5088	KLKB1	1	KNG1
5089	RAF1	-1	MAP3K5
5090	PROC	-1	F5
5091	ANXA1	1	FPR1
5092	CSF2	1	CSF2RA_CSF2RB
5093	NR3C1	1	LCK
5094	NR3C1	1	CEBPB
5095	NR3C1	1	DUSP1
5096	NR3C1	1	STAT5A
5097	NR3C1	1	HDAC1
5098	CD74	1	CXCR4
5099	VWF	1	F8
5100	VWF	1	ITGA2B_ITGB3
5101	VWF	1	GP1BA_GP1BB_GP5_GP9
5102	ERBB2	1	SHC3
5103	ERBB2	1	DOCK7
5104	WNT1	1	FZD6
5105	WNT1	1	LRP5
5106	WNT1	1	FZD1
5107	TP53	-1	ETS1
5108	APP	1	NAE1
5109	PRKCG	1	GRM5
5110	S100A8	-1	TLR4
5111	INHA	1	TGFBR3
5112	PRKCG	-1	STK17B
5113	PRKCG	1	VTN
5114	PRKCG	1	ANXA1
5115	PRKCG	-1	HSP90AA1
5116	PRKCG	1	TOP2A
5117	PRKCG	-1	TNNI3
5118	PRKCG	1	CHAT
5119	PRKCG	1	PEBP1
5120	PRKCG	-1	KIR3DL1
5121	PRKCG	1	PSEN1
5122	PRKCG	-1	STXBP1
5123	PRKCG	1	DAB2
5124	PRKCG	-1	HABP4
5125	PRKCG	1	NRGN
5126	PRKCG	-1	CYTH2
5127	SERPING1	-1	F12
5128	MPO	1	APOA1
5129	FGF1	1	FGFR4
5130	FGF1	1	FGFR3
5131	JUN	1	SPI1
5132	PRKCB	-1	STMN1
5133	PRKCB	1	GRIN2B
5134	PRKCB	-1	GJA1
5135	PRKCB	-1	C5AR1
5136	PRKCB	-1	NOS3
5137	PRKCB	1	SDC2
5138	PRKCB	-1	CASR
5139	PRKCB	1	GRM5
5140	PRKCB	-1	LASP1
5141	PRKCB	1	EIF6
5142	PRKCB	-1	STXBP1
5143	PRKCB	-1	EWSR1
5144	PRKCB	-1	KCNC4
5145	PRKCB	1	BTK
5146	PRKCB	1	ILF3
5147	PRKCB	1	NFE2L2
5148	PRKCB	1	OCLN
5149	PRKCB	-1	HABP4
5150	PRKCB	1	NRGN
5151	PRKCB	-1	CYTH2
5152	PRKCB	-1	IBTK
5153	INSR	1	IRS4
5154	INSR	-1	ADRB2
5155	INSR	-1	CALM1
5156	INSR	-1	CALM2
